year,state,homes_sold,population
2020,South Carolina,22,"5,132,249 "
2024,Oregon,227,"4,272,371 "
2021,Maryland,2999,"6,179,403 "
2020,Alaska,145,"733,017 "
2020,Arizona,10998,"7,187,135 "
2020,Pennsylvania,4103,"12,996,143 "
2023,Hawaii,434,"1,441,387 "
2024,Virginia,613,"8,811,195 "
2020,Virginia,684,"8,637,615 "
2022,Texas,22900,"30,113,488 "
2024,Pennsylvania,308,"13,078,751 "
2022,West Virginia,857,"1,774,122 "
2024,Pennsylvania,368,"13,078,751 "
2022,Arkansas,4118,"3,047,704 "
2021,Pennsylvania,543,"13,015,571 "
2022,Michigan,11259,"10,050,877 "
2022,Illinois,418,"12,621,821 "
2020,Colorado,1345,"5,787,129 "
2024,Arkansas,3611,"3,088,354 "
2022,North Dakota,9,"781,057 "
2023,West Virginia,792,"1,770,495 "
2022,Colorado,8909,"5,850,935 "
2020,California,31234,"39,521,958 "
2024,Pennsylvania,370,"13,078,751 "
2020,Columbia,385,"670,917 "
2021,Michigan,12670,"10,041,351 "
2020,Louisiana,17,"4,652,301 "
2020,Tennessee,6313,"6,927,904 "
2023,Iowa,3257,"3,218,414 "
2024,Louisiana,25,"4,597,740 "
2023,Florida,15796,"22,904,868 "
2020,Georgia,9529,"10,732,888 "
2021,Tennessee,498,"6,965,740 "
2020,Utah,4074,"3,284,077 "
2020,Idaho,3016,"1,849,415 "
2023,Utah,332,"3,443,222 "
2024,Indiana,165,"6,924,275 "
2024,West Virginia,7,"1,769,979 "
2023,Maine,1137,"1,399,646 "
2023,New York,289,"19,737,367 "
2020,Idaho,2782,"1,849,415 "
2023,North Dakota,391,"789,047 "
2024,Nebraska,88,"2,005,465 "
2023,California,21954,"39,198,693 "
2021,California,21235,"39,142,565 "
2024,Nebraska,107,"2,005,465 "
2022,Ohio,956,"11,777,874 "
2022,Georgia,913,"10,931,805 "
2022,Kentucky,202,"4,519,233 "
2020,Indiana,90,"6,790,497 "
2024,Mississippi,1791,"2,943,045 "
2023,North Dakota,6,"789,047 "
2020,Colorado,8404,"5,787,129 "
2021,Arizona,775,"7,274,078 "
2021,New York,13596,"19,848,276 "
2022,Illinois,11277,"12,621,821 "
2024,Wisconsin,5492,"5,960,975 "
2020,New York,558,"20,105,171 "
2024,North Dakota,6,"796,568 "
2021,Minnesota,211,"5,718,660 "
2020,Kentucky,79,"4,508,318 "
2023,South Carolina,464,"5,387,830 "
2024,New Jersey,477,"9,500,851 "
2021,Utah,3174,"3,339,738 "
2024,Iowa,44,"3,241,488 "
2022,North Dakota,24,"781,057 "
2023,Montana,66,"1,131,302 "
2020,Georgia,830,"10,732,888 "
2023,Texas,984,"30,727,890 "
2021,Texas,887,"29,570,351 "
2024,Kansas,1875,"2,970,606 "
2023,Kentucky,2887,"4,550,595 "
2024,South Carolina,21,"5,478,831 "
2021,Tennessee,78,"6,965,740 "
2021,South Dakota,53,"896,492 "
2023,Virginia,5410,"8,734,685 "
2022,Utah,2935,"3,391,011 "
2021,Pennsylvania,8543,"13,015,571 "
2020,Wyoming,12,"577,681 "
2020,Minnesota,167,"5,710,735 "
2023,Delaware,31,"1,036,423 "
2021,Kansas,3553,"2,938,338 "
2022,Alaska,820,"734,442 "
2021,Wisconsin,584,"5,881,608 "
2023,Colorado,970,"5,901,339 "
2024,Alaska,68,"740,133 "
2020,New Hampshire,164,"1,378,756 "
2021,New Hampshire,1247,"1,387,677 "
2022,Alabama,6725,"5,076,181 "
2021,Connecticut,5999,"3,606,607 "
2024,New Jersey,398,"9,500,851 "
2021,Kentucky,304,"4,507,583 "
2021,New Hampshire,177,"1,387,677 "
2022,Florida,25721,"22,379,312 "
2020,Utah,399,"3,284,077 "
2023,Utah,326,"3,443,222 "
2024,Wyoming,493,"587,618 "
2021,Ohio,833,"11,767,344 "
2023,Oregon,67,"4,253,653 "
2022,Pennsylvania,3470,"12,984,990 "
2020,West Virginia,960,"1,791,646 "
2023,New York,169,"19,737,367 "
2024,Montana,783,"1,137,233 "
2023,Washington,722,"7,857,320 "
2020,Minnesota,185,"5,710,735 "
2022,New Mexico,1113,"2,113,868 "
2023,New Jersey,534,"9,379,642 "
2024,Florida,26531,"23,372,215 "
2020,Wyoming,904,"577,681 "
2021,North Dakota,24,"777,966 "
2023,Wyoming,551,"585,067 "
2024,Columbia,378,"702,250 "
2022,Virginia,12779,"8,683,414 "
2023,North Dakota,284,"789,047 "
2023,Minnesota,183,"5,753,048 "
2021,Ohio,951,"11,767,344 "
2020,Nevada,34,"3,116,967 "
2023,Tennessee,220,"7,148,304 "
2024,New Hampshire,1650,"1,409,032 "
2023,Wisconsin,4366,"5,930,405 "
2023,Minnesota,3104,"5,753,048 "
2022,Alabama,379,"5,076,181 "
2020,Vermont,137,"642,977 "
2022,South Dakota,12,"909,723 "
2022,North Carolina,1395,"10,710,793 "
2021,Pennsylvania,3754,"13,015,571 "
2022,Tennessee,505,"7,062,217 "
2020,West Virginia,5,"1,791,646 "
2022,Montana,664,"1,122,095 "
2020,North Carolina,15453,"10,449,652 "
2023,Mississippi,1826,"2,943,172 "
2023,Michigan,153,"10,083,356 "
2022,Columbia,437,"676,725 "
2020,New Jersey,6654,"9,272,794 "
2022,North Carolina,15328,"10,710,793 "
2020,Rhode Island,1264,"1,096,530 "
2024,Michigan,8974,"10,140,459 "
2024,Virginia,56,"8,811,195 "
2021,Rhode Island,1031,"1,097,246 "
2020,North Carolina,1085,"10,449,652 "
2020,Minnesota,298,"5,710,735 "
2020,Maine,93,"1,364,571 "
2022,New Mexico,679,"2,113,868 "
2020,Montana,1023,"1,087,230 "
2020,Utah,3159,"3,284,077 "
2020,Indiana,8051,"6,790,497 "
2022,North Carolina,65,"10,710,793 "
2020,Nevada,4327,"3,116,967 "
2021,Oregon,153,"4,254,280 "
2022,Rhode Island,1330,"1,099,498 "
2024,Kansas,2980,"2,970,606 "
2023,Oregon,177,"4,253,653 "
2022,Oklahoma,27,"4,026,229 "
2024,Alaska,101,"740,133 "
2021,Kansas,26,"2,938,338 "
2024,North Dakota,34,"796,568 "
2020,Alaska,633,"733,017 "
2023,Pennsylvania,9515,"13,017,721 "
2021,Michigan,1213,"10,041,351 "
2020,North Dakota,10,"779,563 "
2022,New York,13493,"19,703,747 "
2021,North Dakota,3,"777,966 "
2024,North Carolina,1415,"11,046,024 "
2023,Rhode Island,192,"1,103,429 "
2020,Columbia,115,"670,917 "
2021,New Mexico,40,"2,117,333 "
2024,Nebraska,2041,"2,005,465 "
2020,Missouri,76,"6,154,744 "
2023,Idaho,35,"1,971,122 "
2024,Delaware,722,"1,051,917 "
2021,Illinois,10443,"12,700,641 "
2021,Minnesota,188,"5,718,660 "
2024,Michigan,5,"10,140,459 "
2020,Maryland,24,"6,177,935 "
2024,Kentucky,2572,"4,588,372 "
2023,Nebraska,22,"1,987,864 "
2023,Texas,1087,"30,727,890 "
2020,North Carolina,962,"10,449,652 "
2022,Texas,996,"30,113,488 "
2021,Vermont,787,"647,210 "
2022,Virginia,1490,"8,683,414 "
2021,Illinois,1824,"12,700,641 "
2023,Alaska,407,"736,510 "
2024,Alabama,252,"5,157,699 "
2024,Louisiana,3635,"4,597,740 "
2021,Texas,23315,"29,570,351 "
2021,Idaho,96,"1,904,848 "
2020,Delaware,552,"991,928 "
2022,Delaware,974,"1,020,625 "
2020,New York,277,"20,105,171 "
2024,North Carolina,533,"11,046,024 "
2020,Alaska,79,"733,017 "
2024,Maine,1501,"1,405,012 "
2022,Wisconsin,438,"5,903,975 "
2020,Kansas,30,"2,938,172 "
2020,Kansas,39,"2,938,172 "
2022,South Dakota,6,"909,723 "
2021,Indiana,291,"6,815,907 "
2024,Columbia,13,"702,250 "
2022,Arizona,10963,"7,377,566 "
2022,South Carolina,548,"5,287,935 "
2023,North Carolina,11701,"10,881,189 "
2024,Illinois,1994,"12,710,158 "
2023,South Dakota,517,"918,305 "
2024,Delaware,154,"1,051,917 "
2020,Louisiana,198,"4,652,301 "
2024,Nebraska,1073,"2,005,465 "
2024,Iowa,27,"3,241,488 "
2021,Texas,679,"29,570,351 "
2023,Washington,515,"7,857,320 "
2021,Mississippi,2050,"2,947,209 "
2020,North Dakota,252,"779,563 "
2023,Washington,308,"7,857,320 "
2021,Connecticut,1168,"3,606,607 "
2024,Arkansas,1971,"3,088,354 "
2023,Wisconsin,557,"5,930,405 "
2020,Hawaii,10,"1,451,252 "
2020,Pennsylvania,572,"12,996,143 "
2024,Arizona,43,"7,582,384 "
2022,Nevada,2429,"3,176,116 "
2024,North Carolina,29,"11,046,024 "
2024,Arizona,7760,"7,582,384 "
2022,North Dakota,333,"781,057 "
2020,Maryland,8362,"6,177,935 "
2023,North Dakota,268,"789,047 "
2023,Nevada,3125,"3,214,363 "
2021,Wisconsin,6986,"5,881,608 "
2021,Colorado,95,"5,814,036 "
2024,Vermont,638,"648,493 "
2022,Oregon,240,"4,247,372 "
2020,Oregon,333,"4,243,779 "
2024,Mississippi,1466,"2,943,045 "
2022,Ohio,34,"11,777,874 "
2023,Arkansas,36,"3,069,463 "
2024,Oklahoma,3685,"4,095,393 "
2024,Texas,313,"31,290,831 "
2021,Kentucky,93,"4,507,583 "
2022,Alabama,4403,"5,076,181 "
2021,Nebraska,82,"1,964,537 "
2022,Indiana,319,"6,844,545 "
2024,Delaware,607,"1,051,917 "
2021,Hawaii,10,"1,447,029 "
2022,Nevada,245,"3,176,116 "
2024,Maryland,2994,"6,263,220 "
2023,Wyoming,20,"585,067 "
2022,Tennessee,9563,"7,062,217 "
2023,Arkansas,37,"3,069,463 "
2024,New Jersey,489,"9,500,851 "
2020,Wisconsin,312,"5,897,375 "
2021,Pennsylvania,4560,"13,015,571 "
2022,Florida,7074,"22,379,312 "
2021,Hawaii,832,"1,447,029 "
2023,Georgia,635,"11,064,432 "
2024,Connecticut,2319,"3,675,069 "
2022,Alabama,439,"5,076,181 "
2020,Hawaii,15,"1,451,252 "
2022,Arkansas,69,"3,047,704 "
2024,Maine,1529,"1,405,012 "
2021,Wisconsin,3575,"5,881,608 "
2021,Iowa,235,"3,198,613 "
2023,Oregon,4340,"4,253,653 "
2020,Virginia,1848,"8,637,615 "
2022,Missouri,5857,"6,179,414 "
2023,Texas,225,"30,727,890 "
2023,Texas,24052,"30,727,890 "
2022,Ohio,15506,"11,777,874 "
2020,Utah,596,"3,284,077 "
2024,Texas,489,"31,290,831 "
2021,Pennsylvania,16610,"13,015,571 "
2020,Nebraska,100,"1,963,387 "
2022,Columbia,325,"676,725 "
2022,Wyoming,18,"581,978 "
2023,Kansas,22,"2,951,500 "
2020,Maryland,9059,"6,177,935 "
2023,West Virginia,1046,"1,770,495 "
2023,Vermont,33,"648,708 "
2022,New Mexico,738,"2,113,868 "
2023,Illinois,11315,"12,642,259 "
2024,Montana,931,"1,137,233 "
2024,Maine,948,"1,405,012 "
2023,Wyoming,6,"585,067 "
2020,Minnesota,6242,"5,710,735 "
2020,Virginia,14554,"8,637,615 "
2022,Oregon,4792,"4,247,372 "
2024,Wyoming,8,"587,618 "
2024,New Jersey,8856,"9,500,851 "
2023,Georgia,8603,"11,064,432 "
2022,Utah,2713,"3,391,011 "
2024,Hawaii,1036,"1,446,146 "
2022,Tennessee,8343,"7,062,217 "
2023,Ohio,9872,"11,824,034 "
2023,Maine,868,"1,399,646 "
2021,Idaho,2088,"1,904,848 "
2023,California,974,"39,198,693 "
2023,Florida,7466,"22,904,868 "
2020,South Carolina,6643,"5,132,249 "
2022,Pennsylvania,10547,"12,984,990 "
2021,Massachusetts,1420,"7,000,474 "
2022,North Carolina,744,"10,710,793 "
2022,Virginia,1385,"8,683,414 "
2024,Oklahoma,22,"4,095,393 "
2024,Oregon,51,"4,272,371 "
2020,Idaho,63,"1,849,415 "
2022,Nevada,371,"3,176,116 "
2024,Wisconsin,4402,"5,960,975 "
2023,Indiana,86,"6,880,131 "
2024,Illinois,340,"12,710,158 "
2023,Michigan,2,"10,083,356 "
2023,Massachusetts,578,"7,066,568 "
2023,Missouri,67,"6,208,038 "
2020,Utah,2819,"3,284,077 "
2021,Delaware,1131,"1,005,062 "
2023,Louisiana,3419,"4,588,071 "
2022,Kansas,30,"2,937,324 "
2021,Missouri,171,"6,171,374 "
2020,Rhode Island,151,"1,096,530 "
2021,Michigan,11100,"10,041,351 "
2020,Massachusetts,400,"6,994,598 "
2022,Tennessee,53,"7,062,217 "
2020,New Mexico,623,"2,118,606 "
2024,Kansas,107,"2,970,606 "
2024,Georgia,11225,"11,180,878 "
2023,Wyoming,273,"585,067 "
2021,Idaho,3108,"1,904,848 "
2023,Louisiana,42,"4,588,071 "
2020,Alabama,6363,"5,033,094 "
2023,Alaska,45,"736,510 "
2022,Maine,1696,"1,390,922 "
2022,New York,11515,"19,703,747 "
2020,North Carolina,1259,"10,449,652 "
2022,Montana,31,"1,122,095 "
2022,New Hampshire,131,"1,396,678 "
2021,North Carolina,1653,"10,564,320 "
2020,Louisiana,91,"4,652,301 "
2021,Virginia,2435,"8,658,910 "
2023,Illinois,14202,"12,642,259 "
2020,Minnesota,6677,"5,710,735 "
2021,Columbia,364,"669,256 "
2020,Oregon,7120,"4,243,779 "
2020,Mississippi,21,"2,958,536 "
2022,Maryland,2752,"6,192,440 "
2024,Columbia,232,"702,250 "
2023,Oklahoma,36,"4,063,882 "
2021,New Hampshire,101,"1,387,677 "
2022,Arkansas,25,"3,047,704 "
2020,Maine,2286,"1,364,571 "
2020,New Mexico,13,"2,118,606 "
2021,Indiana,8207,"6,815,907 "
2020,Louisiana,4777,"4,652,301 "
2020,Rhode Island,200,"1,096,530 "
2023,Oklahoma,25,"4,063,882 "
2021,Montana,38,"1,106,522 "
2021,Kansas,2129,"2,938,338 "
2022,Michigan,194,"10,050,877 "
2021,Arizona,940,"7,274,078 "
2022,Washington,170,"7,794,123 "
2024,Maine,40,"1,405,012 "
2020,Rhode Island,127,"1,096,530 "
2021,Maine,2002,"1,378,931 "
2020,Tennessee,396,"6,927,904 "
2023,New York,922,"19,737,367 "
2022,New Jersey,9339,"9,295,227 "
2024,Montana,71,"1,137,233 "
2021,Iowa,4345,"3,198,613 "
2021,Indiana,69,"6,815,907 "
2024,Virginia,8569,"8,811,195 "
2022,Arizona,12108,"7,377,566 "
2020,Nevada,517,"3,116,967 "
2021,Michigan,188,"10,041,351 "
2023,West Virginia,856,"1,770,495 "
2020,Illinois,417,"12,799,088 "
2024,Columbia,87,"702,250 "
2020,South Dakota,10,"887,948 "
2023,Idaho,2271,"1,971,122 "
2022,Vermont,672,"648,142 "
2023,North Dakota,22,"789,047 "
2021,New Hampshire,131,"1,387,677 "
2021,Tennessee,9960,"6,965,740 "
2023,Florida,29292,"22,904,868 "
2023,Illinois,1324,"12,642,259 "
2021,Missouri,726,"6,171,374 "
2023,Nevada,2864,"3,214,363 "
2023,Maryland,35,"6,217,062 "
2023,Alaska,520,"736,510 "
2023,Alabama,4971,"5,117,673 "
2023,Colorado,949,"5,901,339 "
2023,Michigan,10523,"10,083,356 "
2022,Columbia,77,"676,725 "
2021,Oregon,7092,"4,254,280 "
2021,Minnesota,168,"5,718,660 "
2023,South Carolina,580,"5,387,830 "
2020,Oklahoma,34,"3,965,415 "
2024,New Hampshire,1073,"1,409,032 "
2023,Delaware,640,"1,036,423 "
2021,Kentucky,186,"4,507,583 "
2022,Idaho,39,"1,944,299 "
2021,Wisconsin,9263,"5,881,608 "
2023,Texas,25764,"30,727,890 "
2024,Minnesota,199,"5,793,151 "
2020,Oregon,4375,"4,243,779 "
2023,Arkansas,26,"3,069,463 "
2023,Kansas,87,"2,951,500 "
2020,Hawaii,503,"1,451,252 "
2022,Georgia,901,"10,931,805 "
2023,Missouri,123,"6,208,038 "
2022,Arizona,10441,"7,377,566 "
2021,Wyoming,730,"579,636 "
2022,Tennessee,9670,"7,062,217 "
2024,Missouri,6340,"6,245,466 "
2022,Missouri,95,"6,179,414 "
2022,Columbia,76,"676,725 "
2021,Georgia,15996,"10,792,060 "
2023,South Dakota,99,"918,305 "
2020,California,18360,"39,521,958 "
2020,Ohio,1075,"11,798,905 "
2023,Louisiana,121,"4,588,071 "
2023,Colorado,1106,"5,901,339 "
2021,Delaware,708,"1,005,062 "
2021,Indiana,10089,"6,815,907 "
2022,Ohio,928,"11,777,874 "
2020,California,31716,"39,521,958 "
2022,Maryland,719,"6,192,440 "
2023,Kentucky,197,"4,550,595 "
2024,Wyoming,6,"587,618 "
2020,Louisiana,4064,"4,652,301 "
2021,California,1921,"39,142,565 "
2021,Arkansas,36,"3,026,870 "
2020,Columbia,1003,"670,917 "
2023,Ohio,8153,"11,824,034 "
2022,New Hampshire,307,"1,396,678 "
2021,New York,2277,"19,848,276 "
2023,Nevada,2700,"3,214,363 "
2024,New Jersey,8034,"9,500,851 "
2021,Massachusetts,6031,"7,000,474 "
2024,Florida,2608,"23,372,215 "
2024,Kansas,28,"2,970,606 "
2020,Nebraska,21,"1,963,387 "
2022,Arkansas,57,"3,047,704 "
2023,Colorado,4914,"5,901,339 "
2022,Hawaii,18,"1,440,359 "
2022,Oklahoma,82,"4,026,229 "
2023,Maine,65,"1,399,646 "
2022,Pennsylvania,2996,"12,984,990 "
2020,Delaware,734,"991,928 "
2022,Colorado,5982,"5,850,935 "
2020,New Mexico,21,"2,118,606 "
2021,Arizona,12290,"7,274,078 "
2022,Nebraska,24,"1,972,246 "
2022,Arkansas,3041,"3,047,704 "
2024,Michigan,9978,"10,140,459 "
2021,Alaska,622,"734,420 "
2020,West Virginia,16,"1,791,646 "
2021,Alabama,147,"5,049,196 "
2022,West Virginia,848,"1,774,122 "
2021,Montana,82,"1,106,522 "
2020,Virginia,1242,"8,637,615 "
2023,Alaska,35,"736,510 "
2022,Nebraska,31,"1,972,246 "
2020,Kansas,3848,"2,938,172 "
2021,Texas,37873,"29,570,351 "
2020,Maine,1331,"1,364,571 "
2024,Texas,26924,"31,290,831 "
2022,Hawaii,854,"1,440,359 "
2024,Alaska,608,"740,133 "
2023,Hawaii,11,"1,441,387 "
2023,Ohio,12772,"11,824,034 "
2024,Delaware,183,"1,051,917 "
2024,Iowa,27,"3,241,488 "
2023,Missouri,107,"6,208,038 "
2024,West Virginia,971,"1,769,979 "
2020,North Carolina,51,"10,449,652 "
2023,Arkansas,46,"3,069,463 "
2021,Georgia,817,"10,792,060 "
2024,Montana,1086,"1,137,233 "
2020,Utah,507,"3,284,077 "
2021,Wyoming,964,"579,636 "
2022,Georgia,10229,"10,931,805 "
2021,Wyoming,9,"579,636 "
2022,Alaska,731,"734,442 "
2020,New Hampshire,177,"1,378,756 "
2024,Connecticut,496,"3,675,069 "
2024,Vermont,120,"648,493 "
2023,Louisiana,100,"4,588,071 "
2020,Oregon,187,"4,243,779 "
2020,Washington,154,"7,727,209 "
2022,Montana,1222,"1,122,095 "
2022,California,29272,"39,142,414 "
2023,Vermont,19,"648,708 "
2021,North Dakota,13,"777,966 "
2024,Utah,28,"3,503,613 "
2024,Oregon,234,"4,272,371 "
2021,Utah,4246,"3,339,738 "
2024,Nevada,284,"3,267,467 "
2020,Alabama,203,"5,033,094 "
2020,Vermont,109,"642,977 "
2024,Kentucky,4066,"4,588,372 "
2020,Kansas,37,"2,938,172 "
2021,Illinois,20059,"12,700,641 "
2024,Iowa,2707,"3,241,488 "
2023,North Carolina,9755,"10,881,189 "
2021,West Virginia,62,"1,785,618 "
2023,Delaware,40,"1,036,423 "
2022,Iowa,260,"3,202,820 "
2021,Michigan,1,"10,041,351 "
2024,Louisiana,23,"4,597,740 "
2020,Idaho,3810,"1,849,415 "
2024,Arkansas,61,"3,088,354 "
2021,Pennsylvania,531,"13,015,571 "
2023,Arizona,5213,"7,473,027 "
2022,Ohio,58,"11,777,874 "
2020,New York,1328,"20,105,171 "
2022,Rhode Island,119,"1,099,498 "
2023,Mississippi,1638,"2,943,172 "
2024,Wisconsin,498,"5,960,975 "
2022,Idaho,2538,"1,944,299 "
2020,Vermont,52,"642,977 "
2024,South Carolina,32,"5,478,831 "
2023,Delaware,29,"1,036,423 "
2020,Arkansas,51,"3,014,546 "
2024,Indiana,5363,"6,924,275 "
2021,Alabama,135,"5,049,196 "
2024,New Hampshire,407,"1,409,032 "
2022,Kentucky,263,"4,519,233 "
2023,Utah,23,"3,443,222 "
2021,North Dakota,8,"777,966 "
2022,Missouri,193,"6,179,414 "
2024,Connecticut,2052,"3,675,069 "
2023,Alaska,617,"736,510 "
2023,Kentucky,20,"4,550,595 "
2021,Arizona,1201,"7,274,078 "
2022,Hawaii,662,"1,440,359 "
2020,West Virginia,1124,"1,791,646 "
2020,Virginia,42,"8,637,615 "
2024,Georgia,905,"11,180,878 "
2020,Virginia,11254,"8,637,615 "
2022,Vermont,21,"648,142 "
2022,Rhode Island,679,"1,099,498 "
2022,Oklahoma,4731,"4,026,229 "
2024,Iowa,1707,"3,241,488 "
2023,Nebraska,1334,"1,987,864 "
2024,Delaware,28,"1,051,917 "
2022,Wyoming,2,"581,978 "
2024,South Carolina,30,"5,478,831 "
2021,Virginia,12628,"8,658,910 "
2021,West Virginia,23,"1,785,618 "
2021,Nebraska,85,"1,964,537 "
2021,Georgia,935,"10,792,060 "
2021,Indiana,81,"6,815,907 "
2021,Vermont,99,"647,210 "
2024,Delaware,193,"1,051,917 "
2021,West Virginia,25,"1,785,618 "
2020,Missouri,5223,"6,154,744 "
2022,Vermont,43,"648,142 "
2024,Ohio,9882,"11,883,304 "
2020,California,3300,"39,521,958 "
2022,Columbia,237,"676,725 "
2020,Iowa,3911,"3,191,141 "
2024,North Dakota,337,"796,568 "
2023,Connecticut,680,"3,643,023 "
2022,Louisiana,4942,"4,593,687 "
2021,Virginia,9604,"8,658,910 "
2020,Maryland,1997,"6,177,935 "
2024,New Jersey,6124,"9,500,851 "
2020,Florida,224,"21,592,035 "
2020,Alaska,626,"733,017 "
2022,Wisconsin,344,"5,903,975 "
2023,New Hampshire,227,"1,402,199 "
2024,Louisiana,39,"4,597,740 "
2021,Vermont,690,"647,210 "
2022,Oklahoma,64,"4,026,229 "
2023,New Jersey,6706,"9,379,642 "
2022,Pennsylvania,10519,"12,984,990 "
2020,North Carolina,798,"10,449,652 "
2020,Kentucky,25,"4,508,318 "
2022,Indiana,276,"6,844,545 "
2022,Columbia,360,"676,725 "
2024,Utah,350,"3,503,613 "
2023,South Carolina,5016,"5,387,830 "
2020,New Mexico,35,"2,118,606 "
2020,Pennsylvania,469,"12,996,143 "
2021,Columbia,403,"669,256 "
2022,New Hampshire,1406,"1,396,678 "
2024,Florida,6211,"23,372,215 "
2021,Georgia,909,"10,792,060 "
2020,Iowa,4315,"3,191,141 "
2021,Texas,1330,"29,570,351 "
2021,Louisiana,142,"4,627,971 "
2024,Wyoming,9,"587,618 "
2024,Vermont,633,"648,493 "
2022,Michigan,7788,"10,050,877 "
2021,New Hampshire,114,"1,387,677 "
2024,Nevada,32,"3,267,467 "
2023,Florida,27164,"22,904,868 "
2020,Kentucky,5312,"4,508,318 "
2021,Massachusetts,6810,"7,000,474 "
2022,Nebraska,1950,"1,972,246 "
2020,Massachusetts,7981,"6,994,598 "
2023,New Hampshire,1572,"1,402,199 "
2021,Pennsylvania,773,"13,015,571 "
2023,Wyoming,563,"585,067 "
2020,South Dakota,1180,"887,948 "
2022,Columbia,76,"676,725 "
2022,Wisconsin,4522,"5,903,975 "
2022,Vermont,43,"648,142 "
2021,Rhode Island,206,"1,097,246 "
2023,Arkansas,2899,"3,069,463 "
2024,Maryland,6402,"6,263,220 "
2020,Oklahoma,3986,"3,965,415 "
2023,Florida,38474,"22,904,868 "
2021,Florida,29650,"21,831,949 "
2023,Alabama,198,"5,117,673 "
2020,Nevada,5440,"3,116,967 "
2020,Ohio,669,"11,798,905 "
2020,Kansas,3892,"2,938,172 "
2022,Wisconsin,7138,"5,903,975 "
2020,Oregon,76,"4,243,779 "
2021,Missouri,730,"6,171,374 "
2020,North Dakota,313,"779,563 "
2022,Illinois,1256,"12,621,821 "
2023,Nebraska,1637,"1,987,864 "
2022,Tennessee,6774,"7,062,217 "
2021,New Hampshire,1734,"1,387,677 "
2023,Illinois,455,"12,642,259 "
2023,Alabama,189,"5,117,673 "
2020,North Carolina,10771,"10,449,652 "
2024,North Carolina,486,"11,046,024 "
2021,Idaho,3433,"1,904,848 "
2022,Wyoming,17,"581,978 "
2023,Connecticut,576,"3,643,023 "
2024,Arizona,316,"7,582,384 "
2024,Alaska,97,"740,133 "
2023,Iowa,1642,"3,218,414 "
2022,Nevada,478,"3,176,116 "
2024,Minnesota,818,"5,793,151 "
2024,Minnesota,82,"5,793,151 "
2023,Michigan,7193,"10,083,356 "
2023,Vermont,492,"648,708 "
2022,North Dakota,258,"781,057 "
2024,Idaho,74,"2,001,619 "
2020,West Virginia,94,"1,791,646 "
2021,Mississippi,39,"2,947,209 "
2023,Mississippi,40,"2,943,172 "
2020,South Dakota,1054,"887,948 "
2024,Louisiana,21,"4,597,740 "
2020,Connecticut,1029,"3,579,918 "
2023,Maine,765,"1,399,646 "
2024,Arizona,69,"7,582,384 "
2020,North Dakota,9,"779,563 "
2022,North Dakota,17,"781,057 "
2022,Michigan,3,"10,050,877 "
2020,Massachusetts,6994,"6,994,598 "
2023,Louisiana,135,"4,588,071 "
2020,Oklahoma,5195,"3,965,415 "
2024,Iowa,21,"3,241,488 "
2022,Arkansas,56,"3,047,704 "
2023,Louisiana,24,"4,588,071 "
2020,New Mexico,14,"2,118,606 "
2022,Indiana,128,"6,844,545 "
2021,Arkansas,18,"3,026,870 "
2020,Montana,1140,"1,087,230 "
2020,Delaware,208,"991,928 "
2024,Utah,280,"3,503,613 "
2022,Arizona,11251,"7,377,566 "
2020,California,971,"39,521,958 "
2023,Maryland,41,"6,217,062 "
2022,New Mexico,763,"2,113,868 "
2021,Utah,72,"3,339,738 "
2022,Maine,112,"1,390,922 "
2020,Idaho,148,"1,849,415 "
2023,Louisiana,3155,"4,588,071 "
2024,Wyoming,544,"587,618 "
2022,Indiana,67,"6,844,545 "
2023,Montana,61,"1,131,302 "
2020,Florida,29195,"21,592,035 "
2020,Minnesota,101,"5,710,735 "
2021,Minnesota,219,"5,718,660 "
2023,Colorado,6585,"5,901,339 "
2022,Kansas,49,"2,937,324 "
2023,Arkansas,33,"3,069,463 "
2020,Hawaii,4,"1,451,252 "
2024,Alabama,5955,"5,157,699 "
2023,Colorado,38,"5,901,339 "
2022,Arkansas,4052,"3,047,704 "
2022,Alaska,543,"734,442 "
2022,Alaska,92,"734,442 "
2021,New York,13838,"19,848,276 "
2024,Arizona,9931,"7,582,384 "
2021,Connecticut,420,"3,606,607 "
2021,New Mexico,49,"2,117,333 "
2024,New Hampshire,5,"1,409,032 "
2024,California,887,"39,431,263 "
2024,Georgia,6271,"11,180,878 "
2020,Florida,27247,"21,592,035 "
2021,Wisconsin,62,"5,881,608 "
2020,Oklahoma,5119,"3,965,415 "
2023,Nevada,26,"3,214,363 "
2020,Kansas,96,"2,938,172 "
2024,New Jersey,541,"9,500,851 "
2023,Mississippi,60,"2,943,172 "
2024,New Jersey,445,"9,500,851 "
2023,Florida,19710,"22,904,868 "
2023,Missouri,75,"6,208,038 "
2024,Rhode Island,89,"1,112,308 "
2023,Illinois,482,"12,642,259 "
2021,Nebraska,2704,"1,964,537 "
2021,Michigan,1513,"10,041,351 "
2020,Indiana,5697,"6,790,497 "
2024,Ohio,471,"11,883,304 "
2023,Oregon,3644,"4,253,653 "
2023,Nevada,449,"3,214,363 "
2024,North Carolina,1406,"11,046,024 "
2021,Maine,226,"1,378,931 "
2021,California,2063,"39,142,565 "
2022,Pennsylvania,493,"12,984,990 "
